label	text_a
negative	没啥看点，把简单的故事搞的不知道怎么说，如果这只是一部单纯的儿童片也不怎么令人看好
negative	剧组是穷得连灯光师都请不起了吗？好些段落伸手不见五指，这是让我们用意念强行脑补吗？
negative	剧本很有创意，是《少林足球》式的《喜剧之王》，但拍的实在不好，投资再多点，方能成大事。
negative	装逼的人正是因为逼都没有才要装 我讨厌的是他也喜欢库布里克并且自以为懂女人
negative	这情节拍成连续剧棒子就神作了。特效还不错。
negative	意大利语配音，字幕还对不上。看了个一头雾水。
negative	原来在健忘村之前，王千源与舒淇已经暗生情愫了。
positive	这···各种戏谑，各种吊诡，看完之后反而不知道这是部什么片子了- -
positive	又是一个看过不知多少遍的哟 那个小朋友现在怎么样了哟
positive	打斗非常精彩，但剧情单一，吴京与向佐的表演很劲爆！
positive	味蕾无法证明真理的去向、真的看不懂、、但这就是上帝必须接受的现实
positive	虽然只是对一家人的特殊描写，也算是对整个历史的回顾吧
positive	我喜欢这样温情的外星人故事，异形怪兽什么都死去吧
positive	太好的片子了！ 要是有高清的就更好了~这是一部值得珍藏一生的电影~
positive	可能是吴千语最好的电影，但是剧情有点狗血~~估计也只能出现在上个世纪了。
positive	極好的題材，可惜導演太投入表演疏忽了全局。
positive	曾经我们恨的人，原谅他们。执手将来，我们都是胜利者。
positive	愚蠢的人类认不得神的样子，只在自己需要时急迫地呼唤祂。
positive	难得剧场版的水准不输多拉马版的，就算独立看还是能被深深感动一把。
positive	理查德波顿一开始演，感觉这部戏就被剪成滑铁卢了！没有雷克斯哈里森演得稳。
positive	运镜漂亮表演丰富。那时假以不利维护政府形象的借口国民政府强行停演了祥林嫂。如今。。
positive	看腻了海豹啥的，看看高卢鸡的伞兵换换口味也蛮好的
positive	人真是身不由己的，很多事在你无知觉时确实注定了
positive	小日本区区一部剧场版就把泱泱大国的电影比下去了
positive	比白头神探差不少，笑点不是那么的足，但是也够搞笑的了，真是无厘头的鼻祖。
positive	经典啊！我初中看电视播了片段就记忆深刻了
positive	不能保证每一天都完美，只能保证享受不完美的每一天。结局俗了。范爷演技真盖。。。
positive	可怜之人必有可恨之处啊，年轻姑娘根本不懂时间的险恶，让万恶的金钱和欲望的社会教教你吧
positive	寂寞哥和气质女似有还无却不得不说的故事……
positive	又灰暗又喜感，反正看完给我的正能量挺多的
positive	好的演员，可是没有好的剧情。生命掌握在自己的手里
positive	初中中午吃饭的时候看过。。。别名：发育王==
positive	应该是字幕出了问题，有些地方并没有看懂。找到好字幕再看一遍。
positive	一个活在自己世界的人，应该是孤独存在的。一旦搅入尘世，掀起一场悲剧难以避免。
positive	完结了好寂寞……再也看不到这对笨蛋情侣打情骂俏了…………………………
positive	致我们终将逝去的青春和曾经拥有过得爱情。
positive	节奏缓慢的电影，但是画面优美，角色表演细腻，别有情趣。
positive	印度的主流商业电影，不如印式英语有味道，不过也可以一看。
positive	脑子里一直有那条花裙子，干净的脸，深蓝色的海。
positive	剧情一般，但很喜欢里面的几首歌，都很好听
positive	完整的四十分钟的作品，构思独特，武打风格严密，超越新武侠，功夫时代的全面来临！
positive	（三星半）有些地方实在还是不错，战争部分不太喜欢。
positive	忘了名字，搜了半天，好不容易搜到了，真是不易，所以强烈推荐。
positive	励志轻喜剧，讲述男人中年危机的奋斗故事，看起来轻松也很有感触。
positive	终于明白为什么他们说美国人那虚伪的感情很讨厌了
positive	摄影风格 眉头那道疤 写完给玛丽的信，推门进去，恰玛丽纵身跃下
positive	看完之后唯一的想法的就是 给妈妈打一个电话
positive	拍的并没有太煽情，但也并不深刻，引人深思。
positive	虽然主旋律，但还是推荐！很感动！美景。美人。美歌！
positive	总感觉影片拍的不够完整，无论是结局还是其中的细节
positive	彼时的黛米·摩尔空灵得出神入化。看到阴阳两界的眷侣相拥，泪水渐湿眼眶。
positive	嗯，很喜欢这样的亲情电影。为什么哥哥的妻子一直不去医院看婆婆呢？弟弟很可爱，一家很可爱的人哇。
positive	女主真是尤物啊，结局被黑色幽默了一把，和整部片子的冷幽默基调一致，安娜卡列宁娜出场也是神来之笔哈哈
positive	成功实现零歌舞的同时，又让人可以通过一部电影改变对一个国家电影产业的看法，甚至是一个国家的看法
positive	雷公的片子都是在探讨造物者和被造者的关系，最后的红海不比星际穿越弱
positive	躲这个片子躲了好久，终于明正典刑的看了。。。
positive	那首《沧海一声笑》真是太经典了，许冠杰完全破坏我心目中令狐冲形象
positive	数度落泪。画面非常美，故事非常美。中国电影佳作。
positive	个人挺喜欢这种类型的电影，觉得比超级英雄片好看
negative	很少给二星，真的很烂！故事情节乱来也就算了，煽情部分也很假，哎。
negative	当时的宣传铺天盖地，真不明白官方为什么大肆鼓吹这样的作品，可能是为了反文革吧。
negative	开局没几分钟被人强制关掉：“两个二逼@&#×…”
negative	ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ，都什么乱七八糟的。
negative	灭托冲锋队！！！！！！！！！！！！！！！
negative	一群烂演员把山寨好莱坞的片子演砸了，看完了一直不明白导演想反映什么
negative	国语版真是受罪啊，大部分时间都是日本仔和女孩的对话，不如2来的欢乐。另外那结局是怎么回事？
negative	又一部流水账电影，真不明白为什么那么多人喜欢女主角
negative	再深的感情，也抵不过缘分的交错。爱情题材是好拍，台词各种段子。
negative	那个电脑女好看点。杀手不太冷的主角怎么这么胖了！
negative	看点只有美女啊~几个梗反复使用，但笑果真的一般般~
negative	我第一反应  这电影是拍来洗钱的吧。韩国黑道这么多。。。
negative	当时的人们觉得如何，我不知道。但现在的我真的欣赏不了。
negative	我晕啊，什么和什么啊~这是给哪个年龄段看的呀。。
negative	主演行头翻了不少，井柏然饰演的富二代很可爱。
negative	我只想知道，浅野忠信是怎么混进斯堪的纳维亚人的神界里去的？
positive	出人意料的结局，弄巧成拙的爱情陷阱。导演委实有才。
positive	最然看了觉得很压抑 而且越看越压抑 但是我觉得是一部好片子……关于爱与生活中的温暖。
positive	史蒂芬·斯皮尔伯格导演。胡比.戈德堡主演。片中的爵士乐不错。
positive	第一部认真看的俄罗斯电影，温馨下的暗流涌动，最让我印象深刻的是那美丽可爱天真无邪的女儿——娜迪亚。
positive	碎碎念，念出的是人生的很多面，最喜欢最后一个故事，很值得回味。
positive	上个世纪末的台湾电影，看得见，听得到，闻得着！
positive	看阿當的片子只用做一件事，那就是带着你傻傻的笑来！
positive	这部很好看的~~在歌舞类里面算是比较力量型的！
positive	穿透力好强，让人喘不过气来，叹为观止。居然还有一个闪耀影史级的结尾。
positive	迪斯尼疯狂彩蛋集合，粘人(男)朋友让人受不了，不干涉对方才让人各自欢喜🙅
positive	死基佬又来害我汤！爱马 我汤和二小姐统一战线了噜
positive	我认为是施瓦辛格除终结者以外最棒的电影～！
positive	根据二见钟情的定律 女主应该和一见钟情的弟弟才对==
positive	我想写下恶毒的评语，但片尾曲的双人舞让我不忍
positive	赞！活着，好好活着 有多艰难 多不容易啊
positive	特别喜欢的一部爱情电影 讲述故事的方式很温柔 那种在异乡的迷茫和彷徨感同身受
positive	简单好笑，对动画片要求不要太高太较真，别太追求合理性会更快乐，我来捡那个梗我很喜欢。
positive	有点神奇的电影，不过剧情很感人，看了很久了，改天重新看看，再来发表观后感～
positive	远方那棵被向往着的常青树 也只是塑料假树
positive	细节刻画的很好，很写实，很接地气，很有诚意，仿佛就是这些年发生在我们身上和我们身边的故事
positive	好不好看其实就是一个乐。不过动作导演确实是看过很多港产动作片
positive	真的是个还不错的文艺片，美中不足的是姜文，外形气质上有点不文艺
positive	我很喜欢旧型机器人的那个故事, 关于丈夫为了妻子重塑信仰的温馨故事, 只是有点拖沓了 
positive	这个变态如果生活在你身边，你恐怕很难知道他是变态。 
positive	我觉得床戏是替身，君不见从头到尾都没有完整的裸露，蒙太奇手法而已
positive	活着就會發生很多辛苦的事，我們不可能每次都逃避。
positive	反应了残酷环境里边缘小人物的挣扎状态。。。。独立又文艺啊。。。整体还不错。
positive	看到最后一句台词的时候，眼泪水就哗哗地流了下来。。。
positive	我总相信不论经历有多坎坷，最后一切都会尘埃落定，迎来美好结局。一个人是这样，一个家族也是这样。
positive	裴宗玉强大！以前看澡堂的时候不知道是这么有名气的 最近看韩剧也刚好有她。打心底敬佩的演员
positive	昨天在电视里又看了一遍，大嘴这样的女友让人讨厌。
positive	大叔很温暖 女警员很温暖 老奶奶很温暖 表现的如此真实 喜欢那个白色晕开了的黑色背景
positive	寻枪只是线索，黑泽明关注的仍是战后的社会问题，以及底层人的苦痛。黑泽明越来越具大师相。
positive	哎~~小七也老了。没大看懂，只知道69很乱，但是历史事件，政治阵营啥的一点不知道~~
positive	不错的喜剧片，彭导真的厉害啊，这片子各种奇妙的构思。
positive	还是川端康成优胜过林芙美子啊！原节子也优于高峰秀子~
positive	故事很好，音乐很棒，男猪脚超帅，女的也有型  2011  02--
positive	一开始就知道结局，有点老套，但是很震撼，很无奈。由此可见家庭暴力对幼儿的身心危害有多大。
positive	战争的残酷，没有经历永远无法想象。。我希望永远不要体会到。
positive	十年前的险角，你是否和我一样，爱上那个诡计安
positive	温馨的底层市民生活感人至深，让我想起了小时候胡同里的生活
positive	16年,你会么...这就是亲情,很让人感动...
positive	人类的第一次啊。不知在现实中能否实现?在何时发生？
positive	人生如此无奈，伯格曼如此人道！（看的电视版，中文字幕超赞）
positive	两个多小时讨论哲学问题。女主依旧是我女神榜第一
positive	精神层面的事情难免让人觉得有些无趣，但看到你我觉得很荣幸~
positive	 一美死的也太轻巧了吧!!!! 为什么就不能两个好基友幸福快乐的生活在一起!!!
positive	女主角很美，衣服很美，镜头很美，也不只是情色片
positive	爱国心作祟，不过说实话作为一部主旋律电影还是很不错的
positive	还蛮搞笑的，比较轻松，不像中国的同志片，总是凄凄惨惨的，偶尔来点小甜点，口味不错
positive	2005-12  韩国人追求着统一，侧面描写朝鲜人也是有着搞笑的一面
positive	狂恋，当一个导演爱上一个演员的时候，镜头里都是凝视的目光（彩色的纸巾和魔术）
positive	体育题材的励志片，燃点和泪点的确会比较多，在这么特殊的环境下，更是会让人感动。好看，但不值5分。
positive	适合涉世未深的看，模仿三部曲痕迹重，但时过境迁了，世界大环境已经改变了，不显得假吗？
positive	有些主张大于故事的嫌疑。最喜欢的是小人物时期的悲喜。
positive	一直都觉得，母亲的生活态度和性格可以深深地影响孩子们。我的麻麻也像剧中的母亲一般坚强乐观。
positive	今天，不，昨天中午13:45在电影院看的。的确震撼啊~第一个美人鱼出来的时候把我迷倒了……
positive	学习是一种习惯，不管在哪，不断学习，终有出头之日
positive	从监狱爱情来看世事沧桑，最终还是悲剧……
positive	相信天堂的存在很幸福，会无惧死亡，还会见到以你幻想的样子出现的上帝。
positive	1604，评分7.1分。第六届北京国际电影节第十五天卢米埃影城。非常喜欢这个故事，想要再看一遍原版。
positive	梦工厂十年前的作品，内容和技巧具有相当的高度，真挚的热情感人至深，各个方面在那个时代堪称完美。
positive	喜欢钟丽缇。我爱冯德伦！！！！！无论现在什么样子。毕竟当时看完亢奋好久，看了不下5边遍
positive	黑白在此时反而可以集中表现演员的张力。这个片子其实有社会主义倾向，不知道当时怎么过审查的。
positive	学校组织看的电影，那时真是完全掉进去了~~~
positive	蒙巴萨~~我他妈明天就要死了~我要珍惜今天！
positive	剧情老套但是拍的很精彩，几组长镜头运用的还是很震撼的，凯文贝肯又演了个帅大叔
positive	爱要大声说出来，国外的中国片，不过味道很足。
positive	一个有故事的理发师！正宗英式黑色幽默犯罪喜剧片！笑点和结局都是情理之中，意料之外。
positive	少女时代最喜欢的一部电影，怀念至今，尤其这部片子的刘德华，帅到爆炸
positive	开始还觉得有些《秋天奏鸣曲》，看了半天原来是《唐人街》。。。三位主角都很对胃口啊~~
positive	。。好吧，这两位我是先看的《骗中骗》。。。有情有义的两位劫匪。。做不了正义的人时代。。奈何。
positive	很不错啊，温情，韩国的电影制作也是精良的。振泰这个角色演的好，尹汝贞演的也好，李秉宪也不错。
positive	你成全了她，她却未必会落个好结果。这世界上任何结果都是不确定的，只有当下的勇敢和爱意是确定的。
negative	不懂我干嘛会去看，画面感很差，女猪脚很丑
negative	天了噜，本质骑士克拉克·肯特为爱走钢索惹
negative	老妈的平行心路历程，情怀至上，比起上部如走过场不够惊艳，梅姨仅是客串看头少很多。
negative	不知所云，还台词极少，而且配音痕迹重得无以附加。。可以当作塞外风景宣传片儿来看。。
negative	知道冯德伦为什么一夜白头了：可能这样才能显老才能配得上电影的老气横秋吧
negative	看了1/3觉得不对头，赶紧上豆瓣，果然是部浪费时间的电影……
negative	这种电影还能5.8分？？豆瓣怎么这么多傻逼呢？？？
negative	梦想无法照进现实，游戏与现实不可能相接。
negative	剧情很乱，强凑。女星也没有特点，鬼片不像鬼片，喜剧也有所欠缺。桥段也有点造作
negative	〖20180704〗拍的啥？？想表达啥？
negative	天啊终于看完了 不知道放些什么 太难看了 浪费了我甜茶
negative	抵赖精神+精神胜利法，跟日本人较劲看来是获得好口碑的最佳手段
negative	毫无契约精神 整部片子从郑秀文看到张孝全吃香肠开始跳崖式崩溃 我不是说前面好 嗯
negative	场面是武侠片，故事是黑暗童话，都是2毛5
negative	其实是烂片，多1星是为了给张含韵的这首歌
negative	除了知道这是纪念猪哥亮的片子以外，真心没有找到任何笑点和值得看的点，这真的是文化差异咩
negative	男女主角跟傻逼是的，完全没演技啊。最后一个镜头主角飞身开枪的镜头，完全是山寨抗日神剧嘛。
negative	一出戏毁掉一个好演员不难，难的是一出戏能毁掉全部的好演员。
negative	还是喜剧好，最后，是要告诉我们享受生活？
negative	大家都来评，让它没上映之前就恶评如潮，为无辜的观众节约时间和金钱
negative	剧情很烂，不过美指不错，推荐下，一般山寨一般雷~可以看下~
negative	还有比这配音更恶心的嘛？还有比左小青演技更拙略的嘛？
negative	题材被毁。跟全面回忆类似的题材。剧情脑残
negative	这个逻辑我还是不太明白。男主让人想起《孽子》里给小玉买衣服的老周。移民是社会乱源？
negative	看完的感觉吧，就是乱，文艺和细腻是有的，但如过眼云烟一般。
negative	一小时55分钟的电影，铺垫了40分钟，看不下去了
negative	能再无下限一点么？比起第一步居然少了激情戏，更是差评！
negative	把我看睡着的片子。你要是去计较剧情，那你就输了。
negative	作为一部电影它并不好看，但是李宗伟，一定值得人们尊敬。
negative	冯德伦不好好做演员当什么导演你对得起你妈么？
negative	不怎么喜欢陈乔恩，不过她确实变漂亮很多！
negative	小成本，小故事，不真实的中国版小鬼当家也算不上，嗯，什么都算不上，因为本子确实不怎么好
negative	尴尬元素大乱炖 鲍鲸鲸非常努力地证明了33天的成功一半是运气一半是演员 无比想念周冬雨…以及白百何
negative	仅仅中间插入的画风有点意思，并没有太吸引人的地方。
negative	看解说以为是很黄暴的电影，但既然是要在院线上映的，那也就没有看的必要了……
negative	可以打0分吗？实在是难看到无以复加，连马里奥的演技都甩他们几条街了。
negative	因为是烂片所以毫无感伤，这是最大的优点，一星给这个，另外一星给刘广宁
positive	看德州北海时就很喜欢这个主角的味道，那个落寞的小眼神~~
positive	怎么元彬一会叫“哥哥”一会叫“弟弟”……是翻译的问题么？？？有点晕
positive	战争电影的放大作用实在太强了，看完震撼深深烙印在了心里，我要去看《现代启示录》再自虐一下
positive	美术馆观影月 剧情紧凑 导演和女主好评      共产主义被高端黑233
positive	挺深刻的一部纪录片，向老兵致敬，向人民子弟兵致敬
positive	哈哈哈迹部大爷！这真的不是打网球了 这是打神魔传啊！
positive	提琴配乐，凛冽画风，多时点叙事，人物过多，形象略显单薄，想象力还有提升空间，不能在短时间内抓人眼球。
positive	我看的第一部歌舞片，那种感觉是很难描述的，只有。。。震撼。原来电影也可以这样。
positive	如果没有那段和嫂嫂的奇怪恋情，也许本片纯纯的会使很多孩子喜欢上数学，喜欢上发现自然界规律的美
positive	因为此片，李秀明成为了我爸最喜欢的女星之一
positive	青春，永远写不完的诗篇。。五味杂陈。。。今年最佳韩影之一，强推。。。
positive	两个病友的奇遇，两个老戏骨的火花。不现实，但是很美很温情。
positive	一个摩根·弗里曼就足以称起全场。外加萝莉，和一条狗。
positive	青春就是跌跌撞撞，摸爬滚打还得擦干鼻子微笑前行。
positive	精神病学已经演变为一种宗教信仰，我们决定什么是对与错，我们区别谁疯没疯。
positive	说是贝尔的经典也不为过呀～当年刚上大学不就，和同学们一起看的，大呼过瘾
positive	朴实无华的情感只需娓娓道来，一样能产生共鸣。
positive	虽然片子极傻 可是萝莉和竞技体育的组合太有杀伤力了就哭不行了啊啊
positive	刚开始一般般，后面还是挺好看的，最后尔康的表情很可爱哈哈哈。
positive	爱人之间来不得半点儿虚伪，一旦开始，就覆水难收。
positive	一个普通的国民真的太无力，渺小了。在遭遇不公时，媒体网络比政府，法院管用，真是一种悲哀。
positive	主演眼熟的厉害，看完也没想起来。短发妹子太像闫妮了，秒出戏囧。
positive	这个小女孩太可爱了吧！错觉了！不过真得长得好像猫咪哦！
positive	好本子，好表演，可惜梅里尔斯特离谱阿姨伸出来给粉丝跪舔的脚比以前更臭了
positive	确实是部不可多得的传记电影，叙事手法很喜欢。
positive	看了某几条评论觉得豆瓣还是需要点漏功能啊！
positive	这部青春初恋的故事太让人感动了。当年青涩的陈柏霖，真诚自然的表演简直太迷人了。现在的他我看不下去了
positive	没有什么歧视黄种人，所有的世态炎凉，只是用来渲染爱情~结局处理的很真实，符合历史~
positive	后悔小时候没有完整看过，现在也没那个心了
positive	误打误撞看到的好看动画片，大家不要被翻译过来的烂片名迷惑了啊！
positive	世界看得精细，感情用的细腻。不适宜合家观赏、和谐气象春节。
positive	真实的人生已经如此艰难，还要看这么悲凉的电影……不说了睡会吧，凌晨我还要开工呢……
positive	不管什么片，情节很重要。推荐。因为情节好。
positive	吃吃喝喝，男欢女爱，黑白映像，对话密集，镜头切入，人生如此。
positive	动物为主嵌入上年懵懂爱情萌芽的温情喜剧片
positive	有些小细节很真实，虽然情节狗血了。林申演的李黑子不错。
positive	长大了看希望有个更委婉的结局 一定是我太苛刻了
positive	缪老师说 黑色幽默的背后探讨了权利...于是我又看了一遍
positive	比起坠入 稍显逊色 单丝想象力也很华丽丽 尤其指涉精神分析领域 对这样的片子天生缺乏免疫力
positive	看完心里很伤感，小孩子那些敏感的微小的感情，有时候也很复杂
positive	感情真挚，故事笑中带泪，年轻有梦就去闯！另外，李易峰好帅，演技好棒！
positive	生活不简单，谁不知道。生活很残忍，确实如此，生活会有希望，裂缝中的阳光。
positive	想想真是百思不得其解..拍出<天地雄心>那货的陈嘉上怎么可以拍出<逃学威龙>呢??????
negative	小时候看不懂还以为是我鉴赏能力有问题，原来就是烂
negative	看完此片我严重怀疑我的智商……这么无聊的片子到底是要干吗……
negative	明知烂而专登搵嚟睇 | 睇到后面都要靠拉进度条了
negative	。最美地方 不是去过的地方 而是身边；不正常的未必是不合适的；把照片放冰箱里。
negative	恋爱中的男孩总是会莫名其妙的花冤枉钱去看这种莫名其妙的电影的
negative	周润发越来越接近黄晓明。王晶挑外围女的眼光一直都不赖
negative	一开始就注定悲剧的狗血剧。比第二部好很多很多，但是依旧是一部失败的电影。
positive	改编了一些，但是小托比真的很可爱，所以四星吧。
positive	怎么有点像名侦探柯南呢，每个可怕的凶杀案背后都有一个凄美的故事。。。
positive	张智霖的情感好低沉又好深刻，华仔好矛盾，总之，那个年代，这种拍摄效果，一定是花了大价钱的啊！
positive	很喜欢这种风格~但是还是有写内容每太看懂。。。要是能有个随时都可以查的历史百科辞典就好了~呜~
positive	桃花片片，随水染尘埃。朝云暮雨，还向梦中来。
positive	略微煽情，但不狗血，拍出了那个年龄的迷茫和叛逆。不错的校园电影，青春片。
positive	几年前看的，看完之后挺久了才回神，第一次因为看了一部电影反思自己。是我心中电影的第一名～
positive	比前几部都好看 甚至还有点电锯惊魂的意思
positive	有爱的脱衣舞.有爱的哥哥.有爱的舅舅.除了爸爸.大家都有爱叻.
positive	笑死了，他灵感迸发的时候是无敌的。黄梁一梦的结局在那时候也许不是大俗套吧。
positive	哪里能找到这片啊？美妙的音乐，精彩的剪接，不知道现在再看还会有当年的感觉吗？
positive	让巴斯光年承认自己其实只是一个玩具，和告诉小朋友圣诞老人根本不存在，哪个更惨？#弥补童年空白系列#
positive	金凯瑞演神经病绝对出神入化~哈哈 可是我一点都没笑出来...
positive	多的一星给教练~~~~英语不懂，橄榄球又看不懂，还能把这电影坚持看完不容易
positive	刚到海边的屋子时，蓝毛在阳台望着海边站了很久。后来，画本上有了男主站在海边的图。被暖到了。
positive	我觉得要比《日照重庆》更，怎么说呢，朴实一点吧。
positive	有点魔幻风，男主很帅很舒服，比伯惊喜出现，赛琳娜有点胖了吧，剧情挺搞笑的
positive	第一次看达内...发现我还是很喜欢这种风格朴素的片子的。几次心情来回起落真打动人。
